id,Brand,Description,Rating,Price
296,Anouk,Women Black Pure Cotton Ethnic Motifs Print Kurta with Trousers,3.5,Rs. 799
297,Jaipur Kurti,Women Grey & White Printed Kurta with Palazzos,4.3,Rs. 1121
298,Varanga,Women Magenta Pink Embroidered Kurta with Trousers,4.2,Rs. 1399
299,Sangria,Women Blue Printed Mirror-Work Pure Cotton Anarkali Kurta,4.3,Rs. 1754
300,Vishudh,Women Yellow Checked Kurta,4.0,Rs. 454
301,Sangria,Women Teal Blue & Golden Printed Kurta with Palazzos with Dupatta,4.3,Rs. 2449
302,Vishudh,Women Pink Printed Straight Kurta,4.1,Rs. 499
303,HERE&NOW,Women Teal Blue & Mustard Yellow Printed Layered Kurta,4.2,Rs. 719
304,Sangria,Women Off-White & Orange Printed Straight Kurta,3.9,Rs. 659
305,KALINI,Women Green Bandhani Printed Layered Pure Cotton Kurta with Trousers & Dupatta,4.1,Rs. 962
306,Sangria,Women Teal Blue & White Ethnic Motifs Printed Pure Cotton Kurta with Trousers,4.2,Rs. 1599
307,INDYA,Women Green Foil Print Straight Kurta,4.4,Rs. 1050
308,HERE&NOW,Women Black & Red Printed Layered A-Line Kurta,3.6,Rs. 719
309,Divena,Women Peach-Coloured Gotta Patti Printed Cotton Anarkali With Long Ethnic Jacket,4.4,Rs. 2999
310,Inddus,Stylish Mustard Embroidered Satin Kaftan Kurta,4.1,Rs. 1738
311,Vishudh,Women Green Ethnic Motifs Printed Pure Cotton Kurta with Trousers,4.1,Rs. 787
312,Sangria,Women Black & White Printed Kurta with Palazzos,4.5,Rs. 2449
313,DIVYANK,Women Red & Blue Ethnic Motifs Printed Thread Work Kurta with Palazzos & Dupatta,4.3,Rs. 1387
314,Ishin,Women Teal Embroidered Regular Sequinned Pure Cotton Kurta with Sharara & With Dupatta,4.3,Rs. 2321
315,Anouk,Women Blue Printed Kurta with Trousers,4.3,Rs. 899
316,Inddus,Women Red Ethnic Motifs Sequinned Kurta with Trousers & With Dupatta,4.2,Rs. 2771
317,AHIKA,Women Beige Floral Striped Regular Kurta with Trousers,3.5,Rs. 898
318,ZIYAA,Women Red Printed Straight Kurta with Palazzo,3.7,Rs. 806
319,Sangria,Women Navy Blue & Beige Cotton Solid Panelled Kurta with Trousers & Dupatta,4.4,Rs. 1359
320,Biba,Women White Floral Printed Regular Pure Cotton Kurta with Palazzos & With Dupatta,4.3,Rs. 3746
321,Bhama Couture,Women Blue & White Bandhani Printed Kurta with Palazzos,4.2,Rs. 971
322,Kvsfab,Women Burgundy Ethnic Motifs Embroidered Georgette Anarkali Kurta,4.4,Rs. 1890
323,Biba,Women Yellow White Chikankari Embroidered Pure Cotton Kurta Set,4.5,Rs. 2200
324,Anouk,Women Navy Blue & White Printed Pure Cotton Top with Palazzos,4.1,Rs. 539
325,Vishudh,Women Teal Yoke Design Empire Kurta with Palazzos & With Dupatta,4.4,Rs. 909
326,Varanga,Women Pink & White Striped A-Line Kurta,4.3,Rs. 974
327,Inddus,Women Black Striped Georgette Kurta With Sequined Detail,4.5,Rs. 1427
328,Vishudh,Women Blue Paisley Printed Mirror Work Kurta,4.5,Rs. 389
329,Indo Era,Women Blue Ethnic Motifs Printed Regular Mirror Work Kurta with Palazzos & With Dupatta,4.6,Rs. 2039
330,Biba,Women Navy Blue & Off-White Printed Kurta with Palazzos & Dupatta,4.2,Rs. 2299
331,Vishudh,Women Blue & Red Floral Printed Kurta with Palazzos,4.0,Rs. 989
332,Indo Era,Women Navy Blue & Silver Sequin Stripes Kurta with Trousers & Dupatta,4.4,Rs. 1749
333,Varanga,Women Magenta Mirror Work Pleated A-Line Kurta,4.2,Rs. 883
334,KALINI,Women Navy Blue Yoke Design Regular Pure Cotton Kurta with Trousers & With Dupatta,3.8,Rs. 887
335,Sangria,Women Cream Coloured & Grey Pure Cotton Striped Kurta with Palazzos,4.3,Rs. 4399
336,Libas,Women Navy Blue & Cream-Coloured Printed Kurta with Palazzos & Dupatta,4.5,Rs. 1286
337,Vishudh,Women Pink & Off-White Printed Cotton Kurta with Palazzos,4.0,Rs. 689
338,Soch,Women Red & White Printed Kurta,4.6,Rs. 649
339,AHIKA,Women Yellow & Blue Printed Straight Kurta,3.7,Rs. 344
340,Vishudh,Women Navy Blue & Gold-Toned Printed Straight Kurta,4.1,Rs. 479
341,Anouk,Women Black & Gold-Coloured Printed Anarkali Kurta with Trousers,4.4,Rs. 2049
342,Vishudh,Women Turquoise Blue & White Geometric Printed Straight Kurta,4.3,Rs. 404
343,Anouk,Women Green & White Antiviral Finish Pure Cotton Ethnic Motifs Print Kurta with Palazzos,4.0,Rs. 1159
344,Sangria,Women Green & Orange Ethnic Print Straight Kurta,4.2,Rs. 449
345,AHIKA,Women Black & White Printed Anarkali Kurta,4.3,Rs. 888
346,Vishudh,Women Pink & Blue Floral Straight Kurta,4.2,Rs. 499
347,FASHOR,Women Burgundy Ethnic Motifs Yoke Design Thread Work Kurta,4.8,Rs. 1049
348,Anouk,Women Blue Printed Kurta with Trousers,4.3,Rs. 899
349,Inddus,Women Red Ethnic Motifs Sequinned Kurta with Trousers & With Dupatta,4.2,Rs. 2771
350,AHIKA,Women Beige Floral Striped Regular Kurta with Trousers,3.5,Rs. 898
351,Vishudh,Women Lime Green Floral Embroidered Keyhole Neck Kurta,4.4,Rs. 629
352,AHIKA,Women Green Printed Regular Pure Cotton Kurta with Trousers & With Dupatta,4.5,Rs. 1046
353,KALINI,Women Pink Floral Printed Flared Sleeves Gotta Patti Floral Anarkali Kurta,4.1,Rs. 743
354,Anubhutee,Women Coral Pink & Off-White Printed A-Line Kurta,4.1,Rs. 509
355,Yuris,Women Beige & Green Printed Kurta with Palazzos & Dupatta,4.1,Rs. 1259
356,KALINI,Women Pink Bandhani Printed Anarkali Kurta,4.5,Rs. 739
357,Sangria,Women Red & Off-White Pure Cotton Printed Kurta with Trousers,4.1,Rs. 839
358,Khushal K,Women White Ethnic Motifs Printed Gotta Patti Kurta with Palazzos & With Dupatta,3.4,Rs. 1439
359,Anouk,Women Lavender Floral Yoke Design Thread Work Kurta,4.2,Rs. 569
360,AHIKA,Women Black Floral Printed Kurta,4.4,Rs. 551
361,Varanga,Coral Red Chevron Printed Zari Embroidery Neckline Kaftan Kurta with Trousers,4.1,Rs. 1799
362,Vishudh,Women Turquoise Blue & Navy Blue Printed Kurta with Palazzos,4.2,Rs. 989
363,Anouk,Women Green Printed Kurti with Dhoti Pants,4.2,Rs. 929
364,Anouk,Women Magenta & Green Ethnic Motifs Printed Kurta with Palazzos,4.1,Rs. 639
365,Vishudh,Women Olive Green Floral Printed Regular Pure Cotton Kurta with Trousers,4.4,Rs. 839
366,Anouk,Women Black & White Geometric Print Pure Cotton Straight Kurta,3.9,Rs. 519
367,Ishin,Women Red Embellished Anarkali Kurta,3.9,Rs. 1799
368,HERE&NOW,Women White & Yellow Ethnic Motifs Printed Regular Kurta with Palazzos,4.2,Rs. 474
369,Sangria,Women Black Bandhani Printed Pure Cotton Kurta with Trousers,3.8,Rs. 799
370,W,Women Off-White & Yellow Printed Straight Kurta,4.3,Rs. 594
371,Libas,Women Navy Blue Embroidered A-Line Kurta with Mirror-Work Detail,4.3,Rs. 681
372,kipek,Women Yellow Printed Anarkali Kurta With Dupatta,4.4,Rs. 1434
373,Varanga,Women Mustard Yellow Embroidered Pure Silk Kurta with Trousers & With Dupatta,3.5,Rs. 1699
374,Yuris,Women Green Ethnic Motifs Printed Pure Cotton Kurta with Palazzos & With Dupatta,4.3,Rs. 1074
375,ZIYAA,Women Pink Solid Kurta with Trousers,3.7,Rs. 716
376,Vishudh,Women Grey & Mustard Printed Kurta with Palazzos,3.9,Rs. 979
377,W,Women Off White Floral Printed Kurta,4.1,Rs. 849
378,Libas,Women Blue Paisley Printed Yoke Design Indigo Straight Kurta,3.7,Rs. 509
379,EXTRA LOVE BY LIBAS,Women Plus Size Pink Cotton Kurta with Trousers & With Dupatta,2.8,Rs. 3499
380,KALINI,Women Pink Ethnic Motifs Printed Panelled Kurta with Skirt,4.8,Rs. 791
381,Inddus,Ethnic Motifs Silk Blend Kurta Set,3.8,Rs. 2771
382,Sangria,Women Off-White & Red High Slit Printed Pure Cotton Kurta with Trousers,4.2,Rs. 1229
383,Yuris,Women Peach-Coloured & Gold-Toned Printed Kurta with Trousers & Dupatta,4.1,Rs. 1203
384,ZIYAA,Women Mauve & Black Yoke Design Kurta with Trousers,4.1,Rs. 645
385,SheWill,Women Mustard Yellow Regular Gotta Patti Kurta with Trousers & With Dupatta,3.8,Rs. 1046
386,Sangria,Women Pink Pure Cotton Floral Print Kurta with Trousers,3.9,Rs. 899
387,W,Women Beige Yoke Design Straight Kurta,4.1,Rs. 1374
388,Sangria,Women Rust Printed Anarkali Kurta,4.2,Rs. 1649
389,Yuris,Women Yellow Floral Printed Pure Cotton Kurta with Palazzos & With Dupatta,4.4,Rs. 1259
390,Indo Era,Women Coffee Brown & Maroon Foil Print Kurta with Trousers & Dupatta,4.1,Rs. 1903
391,Vishudh,Women Navy Blue & Yellow Checked Straight Kurta,4.0,Rs. 459
392,Janasya,Women Blue Printed Kurti with Palazzos,4.0,Rs. 1091
393,Indo Era,Women Red Floral Printed Kurta with Trousers & With Dupatta,4.2,Rs. 2559
394,Sangria,Women Blue & Yellow Striped Kurta with Trousers,4.1,Rs. 799
395,HERE&NOW,Women Purple Printed Regular Kurta with Palazzos,4.1,Rs. 719
396,Ishin,Women Pink & Silver-Toned Printed Cotton Kurta with Sharara & Dupatta,4.1,Rs. 2899
397,Varanga,Women Blue Woven Design Kurta with Trousers,4.2,Rs. 1149
398,Inddus,Women Wine Self Design Anarkali Kurta with Printed Organza Dupatta,4.3,Rs. 2639
399,Anouk,Women Cream-Coloured & Green Ethnic Motifs Printed Straight Pure Cotton,3.8,Rs. 639
400,HERE&NOW,Women White & Yellow Ethnic Motifs Printed Regular Kurta with Palazzos,4.2,Rs. 474
401,Sangria,Women Black Bandhani Printed Pure Cotton Kurta with Trousers,3.8,Rs. 799
402,W,Women Off-White & Yellow Printed Straight Kurta,4.3,Rs. 594
403,Vishudh,Women Pink & White Floral Printed Straight Kurta,4.2,Rs. 539
404,Anouk,Women Blue Printed Straight Kurta,3.8,Rs. 629
405,Sangria,Women Blue Printed A-Line Kurta,4.2,Rs. 649
406,Kvsfab,Women Green Floral Regular Sequinned Kurti with Skirt With Dupatta,4.6,Rs. 2623
407,Varanga,Women Teal Blue Embroidered Straight Kurta,4.1,Rs. 896
408,Anouk,Women Blue & Off White Ethnic Motifs Printed Kurta,4.2,Rs. 999
409,Khushal K,Women Peach-Coloured Yoke Design Kurta with Palazzos,4.2,Rs. 1109
410,Vishudh,Women Pink & Yellow Yoke Design Straight Kurta,4.1,Rs. 499
411,HERE&NOW,Women Yellow Solid Tiered Anarkali Kurta,4.0,Rs. 2099
412,Indo Era,Floral Cotton Blend Calf Length Kurta Set,4.3,Rs. 1747
413,Vishudh,Women Grey Yoke Design Straight Kurta,4.2,Rs. 499
414,Stylum,Women Burgundy Yoke Design Pleated Thread Work Kurta with Dhoti Pants,4.3,Rs. 962
415,INDYA,Women Sea Green & Off-White Floral Foil Printed Straight Kurta,4.4,Rs. 1050
416,Anouk,Women Orange & Blue Pure Cotton Ethnic Motifs Printed Kurta,4.2,Rs. 714
417,Ode by House of Pataudi,Women White Ethnic Motifs Printed Rozana Kurti with Sharara,4.6,Rs. 1874
418,EXTRA LOVE BY LIBAS,Plus Size Women Off White Pure Cotton Kurta,4.9,Rs. 629
419,Anouk,Women Black & Maroon Ethnic Motifs Printed Pure Cotton Kurta with Palazzos,4.0,Rs. 639
420,Vishudh,Women Black Woven Design Straight Kurta,4.0,Rs. 659
421,Vishudh,Women Grey Ethnic Motifs Printed Kurta,4.1,Rs. 449
422,Biba,Women Pink Floral Printed Layered Kurta,4.1,Rs. 1439
423,Varanga,Women Pink & White Leheriya Striped Keyhole Neck Pure Cotton Kurta,4.3,Rs. 979
424,Vishudh,Women Yellow Geometric Yoke Design Keyhole Neck Flared Sleeves Kurta,4.3,Rs. 697
425,FABRIC FITOOR,Women Pink & White Printed Anarkali Kurta,4.1,Rs. 873
426,Sangria,Turquoise Blue Solid Round Neck Straight Fit Kurta With 3/4Th Sleeves,3.8,Rs. 749
427,Vishudh,Women Lime Green Striped Regular Pure Cotton Kurti with Trousers,4.2,Rs. 944
428,max,Women Pink Geometric Yoke Design Thread Work Kurta,4.4,Rs. 599
429,Nayo,Women Orange & White Striped Halter Neck Cotton Straight Kurta,3.9,Rs. 479
430,Anouk,Women Coral Orange & White Ethnic Motifs Print Pure Cotton Kurti with Trousers,3.4,Rs. 724
431,Sangria,Women White & Navy Blue Printed Straight Kurta,4.0,Rs. 649
432,HERE&NOW,Women White & Black Printed Straight Kurta,4.3,Rs. 674
433,Inddus,Women Beige & Peach-Coloured Printed Anarkali Kurta With Dupatta,4.3,Rs. 2999
434,Yufta,Women Grey & White Printed Kurta with Palazzos & Dupatta,4.4,Rs. 1399
435,Azira,Women Pink Flared Crepe Anarkali Kurta with Printed Dupatta,3.8,Rs. 987
436,Vishudh,Women Turquoise Blue Printed Straight Kurta,4.1,Rs. 402
437,Vishudh,Women Turquoise Blue Printed Straight Kurta,4.1,Rs. 402
438,Anouk,Women Purple & Mauve Printed Layered Kurta With Trousers,3.9,Rs. 2659
439,EXTRA LOVE BY LIBAS,Plus Size Women Blue Floral Kurta with Palazzos & With Dupatta,4.7,Rs. 1999
440,Anouk,Women Maroon Striped Straight Kurta,4.2,Rs. 849
441,Anouk,Women Off White Mirror Work Straight Kurta with Palazzos,4.2,Rs. 1169
442,Biba,Women Beige & Black Pure Cotton Ethnic Motifs Printed Mirror Work Kurta,4.3,Rs. 699
443,Moda Rapido,Women Navy Blue & Golden Printed Straight Kurta,4.1,Rs. 399
444,Vishudh,Women Maroon Printed Straight Kurta,4.0,Rs. 539
445,HERE&NOW,Women Pink & White Bandhani Print Regular Kurta with Palazzos,4.4,Rs. 719
446,Ishin,Women Pink & White Bandhani Print Kurta with Skirt,4.3,Rs. 1899
447,Anouk,Women Blue & Cream-Coloured Straight Pure Cotton Kurta with Palazzos,3.9,Rs. 639
448,FASHION DEPTH,Women Black Ethnic Motifs Yoke Design Kurta,4.6,Rs. 899
449,Anouk,Women Off-White & Navy Blue Printed Straight Kurta,4.1,Rs. 699
450,Vishudh,Women Pink Floral Printed Regular Kurta with Palazzos,4.4,Rs. 734
451,Biba,Women White Solid Schiffli Straight Kurta,4.3,Rs. 1299
452,Indo Era,Women Navy Blue Embroidered Mirror Work Kurta,3.9,Rs. 854
453,Ahalyaa,Women Grey & Golden Ethnic Motifs Printed Flared Sleeves Kaftan Kurta,4.0,Rs. 899
454,Anubhutee,Women Grey & Pink Pure Cotton Floral Print Kurta with Trousers & Dupatta,4.1,Rs. 1022
455,InWeave,Ethnic Motifs Viscose Rayon Kurta Set,3.8,Rs. 2969
456,Bhama Couture,Women Red Embroidered Kurta with Palazzos,3.6,Rs. 935
457,Anouk,Women Green & Golden Quirky Printed Straight Festive Kurta,4.3,Rs. 799
458,Anouk,Women Green Solid Kurta with Trousers & Dupatta,4.5,Rs. 1749
459,Inddus,Women Brown & Pink Embroidered Extended Sleeves Kaftan Kurta,4.4,Rs. 1738
460,Ahalyaa,Women Mustard Yellow & Gold-Toned Printed Kurti with Sharara & Dupatta,4.3,Rs. 1857
461,Anouk,Women Charcoal Grey Printed Straight Kurta,3.9,Rs. 799
462,Anouk,Women Mustard Yellow & Off White Printed Layered Kurta With Trousers,4.5,Rs. 2279
463,Sangria,Women Beige & Mustard Yellow Bandhani Print Straight Kurta,4.0,Rs. 549
464,Vishudh,Women Green & White Striped Straight Kurta,4.2,Rs. 479
465,Anouk,Women Black & Teal Green Pure Cotton Solid Kurta with Printed Palazzos,3.8,Rs. 679
466,VAABA,Women Yellow & White Chikankari Kurta with Trousers & Dupatta,4.3,Rs. 1439
467,Sangria,Women Black & Peach-Coloured Cotton Embroidered Straight Kurta with Dhoti Pants,4.2,Rs. 1399
468,Moda Rapido,Women White & Green Ethnic Motifs Printed Kurta,4.4,Rs. 519
469,HERE&NOW,Women Mustard Yellow & White Ethnic Print Cotton Kurta with Trousers & Dupatta,4.3,Rs. 809
470,Biba,Women Khaki Floral Printed Regular Pure Cotton Kurta with Palazzos & With Dupatta,4.6,Rs. 2849
471,Sangria,Women Grey Solid Pure Cotton Kurta with Palazzos,4.2,Rs. 1679
472,Prakhya,Women Blue Embroidered Kurta with Trousers & Dupatta,4.1,Rs. 1439
473,Azira,Women Teal Blue & White Printed Kurta with Palazzos,4.2,Rs. 747
474,mokshi,Women Navy Blue & White Pure Cotton Printed Kurta with Palazzos,4.3,Rs. 809
475,Libas,Women Teal Blue Ethnic Motifs Yoke Design Regular Kurta with Palazzos & Dupatta,3.5,Rs. 3149
476,Anouk,Women Green & White Shirt Collar Pathani Yarn Dyed Kurta,4.4,Rs. 599
477,ZOLA,Women Pink Ethnic Motifs Embroidered Lucknowi Chikankari Georgette Kurta,4.6,Rs. 2092
478,HERE&NOW,Women Navy Blue Cotton Geometric Printed Straight Kurta,3.6,Rs. 299
479,Vishudh,Women Yellow & Black Printed Straight Kurta,4.1,Rs. 559
480,Khushal K,Women Grey Printed Kurta with Palazzos,4.4,Rs. 1079
481,EXTRA LOVE BY LIBAS,Women Plus Size Pink & White Printed Pure Cotton Kurta Set,4.0,Rs. 1999
482,Jaipur Kurti,Women Navy Blue Printed Kurta,4.0,Rs. 645
483,Vishudh,Women Peach-Coloured Embroidered Straight Kurta,4.1,Rs. 899
484,all about you,Women Pink Ethnic Motifs Printed Kurta,4.0,Rs. 599
485,Anouk,Women Teal Blue & Golden Printed Boat Neck Straight Kurta,4.3,Rs. 849
486,Ahalyaa,Women Navy Blue Solid A-Line Layered Kurta,4.0,Rs. 1028
487,W,Women Peach-Coloured Printed Straight Kurta,4.2,Rs. 874
488,Vishudh,Women Pure Cotton Coral & Red Printed Kurta with Trousers,4.0,Rs. 1034
489,Inddus,Women Teal Floral Printed Organza Kurta Set,3.8,Rs. 3359
490,Vishudh,Women Maroon Printed Kurta with Palazzos,4.1,Rs. 1274
491,Poshak Hub,Women Orange & Golden Printed High Slit Pure Cotton Kurta with Leggings,4.3,Rs. 1150
492,Ishin,Women Brown & Gold-Toned Printed Kurti with Sharara & Dupatta,4.2,Rs. 2699
493,Vishudh,Women Navy Blue Striped Regular Pure Cotton Kurta with Trousers,4.0,Rs. 859
494,Vishudh,Women Off White & Blue Floral Printed Pure Cotton Kurta with Palazzos,3.1,Rs. 967
495,Vishudh,Women Off White & Blue Floral Printed Pure Cotton Kurta with Palazzos,3.1,Rs. 967
496,anayna,Women Yellow & Green Floral Print Straight Kurta,4.3,Rs. 481
497,Rudra Bazaar,Women Turquoise Blue Angrakha Gotta Patti Kurti with Sharara,4.8,Rs. 1499
498,Anouk,Women Blue Ethnic Motifs Printed Regular Straight Kurta with Trousers,4.3,Rs. 624
499,Vishudh,Women Grey & White Printed Kurta with Palazzos,3.9,Rs. 819
500,Libas,Floral Pure Cotton Kurta Set,4.4,Rs. 1405
501,EXTRA LOVE BY LIBAS,Plus Size Women Green Thread Work Pakistani Style Kurta,4.6,Rs. 645
502,Anouk,Women Pink & White Striped Kurta,4.3,Rs. 699
503,Sangria,Women Green & Yellow Printed Straight Kurta,4.2,Rs. 1099
504,Anouk,Women Mustard Yellow & Gold Woven Design Kurta with Trousers & Dupatta,3.8,Rs. 2399
505,Ahalyaa,Women Cream-Coloured & Golden Printed Anarkali Kurta with Dupatta,3.8,Rs. 2079
506,W,Women Coral Orange Zari Self-Striped Straight Kurta,4.4,Rs. 764
507,Sangria,Women Blue & White Pure Cotton Solid Kurta with Dhoti Pants,4.8,Rs. 1359
508,Luni,Women Yellow Bandhani Printed Cotton Anarkali Kurta,4.5,Rs. 899
509,SIAH,Women Peach-Coloured Solid Kurta with Trousers & Dupatta,4.1,Rs. 1479
510,HERE&NOW,Women White & Red Pure Cotton Ethnic Motifs Printed Kurta,4.7,Rs. 299
511,AHIKA,Women Red & Off-White Bandhani Print Straight Kurta,4.0,Rs. 517
512,Sangria,Women Peach-Coloured & Black Regular Kurta with Trousers,4.5,Rs. 599
513,Silai Bunai,Women Black & Rust Red Ethnic Motifs Cotton Kurta with Sharara & Dupatta,4.1,Rs. 1363
514,Vishudh,Women Beige Ethnic Motifs Printed Regular Kurta with Palazzos & With Dupatta,3.6,Rs. 824
515,Anouk,Women Peach-Coloured Floral Embroidered Kurta,4.2,Rs. 649
516,Jaipur Kurti,Women Pink & Cream-Coloured Printed Kurta with Trousers & Dupatta,4.3,Rs. 1481
517,Yuris,Women Navy Blue & Off-White Pure Cotton Printed Kurta with Palazzos & Dupatta,4.2,Rs. 1224
518,Anouk,Women Grey & Brown Floral Printed Floral Kurta,4.1,Rs. 599
519,Janasya,Women Green & Orange Printed Kurta with Sharara & Dupatta,4.2,Rs. 1087
520,Janasya,Women Navy Blue & Gold-Toned Printed Yoke Design Keyhole Neck Crepe Anarkali Kurta,3.9,Rs. 629
521,YASH GALLERY,Women Navy Blue & White Printed Cotton Angrakha Anarkali Kurta,4.3,Rs. 1159
522,Anouk,Women Mustard Yellow & Off-White Printed Kurta with Trousers,3.8,Rs. 1199
523,HERE&NOW,Women Mustard Brown Solid Straight Kurta,4.0,Rs. 559
524,Yuris,Women Pink & Off-White Bandhani Print Pure Cotton Kurta with Palazzos,4.4,Rs. 979
525,EXTRA LOVE BY LIBAS,Plus Size Women Green Thread Work Pakistani Style Kurta,4.6,Rs. 645
526,Anouk,Women Pink & White Striped Kurta,4.3,Rs. 699
527,Sangria,Women Green & Yellow Printed Straight Kurta,4.2,Rs. 1099
528,Anouk,Women Mustard Yellow & Gold Woven Design Kurta with Trousers & Dupatta,3.8,Rs. 2399
529,Ahalyaa,Women Cream-Coloured & Golden Printed Anarkali Kurta with Dupatta,3.8,Rs. 2079
530,Anouk,Women Orange & Red Pure Cotton Ethnic Motifs Printed Kurta,4.1,Rs. 519
531,anayna,Women Grey & Blue Ethnic Motifs Printed Kurta with Palazzos,4.4,Rs. 1067
532,Anouk,Women White & Gold-Coloured Ethnic Motifs Printed Kurta with Embroidered Detail,4.3,Rs. 509
533,KALINI,Women Black Geometric Checked Thread Work A-Line Kurta,4.7,Rs. 494
534,Indo Era,Floral Cotton Blend Romantic Florals Kurta Set,4.1,Rs. 2079
535,Nayo,Plus Size Women Green Ethnic Motifs Printed Pure Cotton Kurta with Palazzos & Dupatta,4.3,Rs. 1574
536,KALINI,Women Multicoloured Floral Printed Anarkali Kurta,4.0,Rs. 559
537,AHIKA,Women Black Ethnic Motifs Printed Panelled Pure Cotton Kurta with Trousers & With Dupatta,4.3,Rs. 974
538,Sangria,Women Mandarin Collar Red And White Printed Kurta Set,4.0,Rs. 959
539,Anouk,Women Green Printed A-Line Kurta,4.1,Rs. 749
540,AHIKA,Women Pink Coloured Floral Kurta Set with Dupatta,3.6,Rs. 1486
541,Anouk,Women Grey & White Striped Kurta,4.4,Rs. 799
542,Libas,Women Pink Floral Yoke Design Regular Kurta with Palazzos & Dupatta,4.3,Rs. 3149
543,Anouk,Women Red Embroidered Kurta with Palazzos,3.7,Rs. 1049
544,Ishin,Women Green & Golden Printed Kurta with Palazzos,4.2,Rs. 1415
545,Indo Era,Women Green Ethnic Motifs Printed Regular Gotta Patti Kurta with Trousers & With Dupatta,4.2,Rs. 2045
546,Anouk,Women Navy Blue & Gold Printed Regular Kurta Sets,4.1,Rs. 574
547,Popnetic,Women Blue Block Printed Straight Kurta,3.8,Rs. 449
548,Biba,Women Yellow Printed Regular Kurta with Palazzos & With Dupatta,4.4,Rs. 3746
549,Sangria,Women Teal Blue & White Printed Kurta with Palazzos,4.0,Rs. 2499
550,Anouk,Women White & Black Bandhani Print Pure Cotton Kurta with Palazzos,3.6,Rs. 679
551,HERE&NOW,Women Pink Pure Cotton Printed Regular Kurta with Trousers,3.4,Rs. 1109
552,Ahalyaa,Women Black Embellished Kurta with Palazzos & Dupatta,4.0,Rs. 1795
553,Sangria,Women Yellow & Pink Printed Straight Kurta,3.9,Rs. 769
554,Anouk,Women Purple & White Printed Pleated Pure Cotton Top with Culottes,3.7,Rs. 719
555,Indo Era,Women Blue Floral Printed Regular Pure Cotton Kurta with Palazzos & With Dupatta,4.2,Rs. 1994
556,Biba,Women Green Printed Kurta with Trousers,4.2,Rs. 1649
557,Ives,Women Black & Maroon Printed Anarkali Kurta,4.6,Rs. 999
558,Vishudh,Women Grey Printed Kurta with Trousers & Dupatta,4.0,Rs. 939
559,Indo Era,Blue Velvet Kurta Set,3.3,Rs. 2029
